#Time	'HT Avg'	'MT Avg'	'LIT Avg'	'LT Avg'	'Total Avg'	'count'
0.26	0.041096	0.209732	0.013944	0.417323	0.125500	1273.000000
0.27	0.006849	0.261745	0.023904	0.496063	0.153500	1303.000000
0.28	0.267123	0.248322	-0.003984	0.551181	0.161500	1333.000000
0.29	0.335616	0.194631	0.001992	0.594488	0.159000	1367.000000
0.3	0.479452	0.174497	-0.025896	0.736220	0.167500	1405.000000
0.31	0.541096	0.083893	-0.018924	0.803150	0.157000	1439.000000
0.32	0.684932	0.003356	-0.014940	0.803150	0.145500	1468.000000
0.33	0.691781	-0.013423	-0.045817	1.015748	0.152500	1499.000000
0.34	0.568493	0.016779	-0.010956	0.940945	0.160500	1535.000000
0.35	0.424658	0.008389	-0.021912	0.956693	0.144000	1567.000000
0.36	0.431507	-0.055369	0.036853	0.913386	0.149500	1591.000000
0.37	0.369863	-0.011745	0.043825	0.846457	0.153000	1625.000000
0.38	0.321918	0.057047	0.025896	0.885827	0.166000	1653.000000
0.39	0.383562	0.055369	0.048805	0.799213	0.170500	1688.000000
0.4	0.315068	0.088926	0.034861	0.783465	0.166500	1714.000000
0.41	0.253425	0.162752	0.013944	0.814961	0.177500	1738.000000
0.42	0.184932	0.184564	0.012948	0.854331	0.183500	1769.000000
0.43	0.130137	0.285235	0.016932	0.771654	0.201000	1803.000000
0.44	0.260274	0.226510	-0.017928	0.716535	0.168500	1843.000000
0.45	0.267123	0.216443	-0.011952	0.681102	0.164500	1873.000000
0.46	0.191781	0.219799	-0.040837	0.716535	0.150000	1902.000000
0.47	0.164384	0.208054	-0.094622	0.759843	0.123000	1929.000000
0.48	0.438356	0.266779	-0.105578	0.673228	0.144000	1959.000000
0.49	0.520548	0.296980	-0.168327	0.838583	0.148500	1983.000000
0.5	0.273973	0.298658	-0.165339	0.846457	0.133500	2013.000000
0.51	0.267123	0.253356	-0.124502	1.015748	0.161500	2043.000000
0.52	0.109589	0.197987	-0.145418	0.972441	0.117500	2087.000000
0.53	0.109589	0.098993	-0.107570	0.929134	0.101500	2118.000000
0.54	0.123288	0.062081	-0.031873	0.854331	0.120000	2155.000000
0.55	0.130137	0.083893	-0.055777	0.822835	0.111000	2172.000000
0.56	0.219178	0.100671	-0.025896	0.870079	0.143500	2204.000000
0.57	0.164384	0.191275	-0.046813	0.799213	0.147000	2237.000000
0.58	0.041096	0.179530	-0.025896	0.874016	0.154500	2267.000000
0.59	0.047945	0.130872	0.034861	0.921260	0.177000	2307.000000
0.6	-0.150685	0.013423	0.108566	0.964567	0.170000	2339.000000
0.61	0.000000	-0.005034	0.111554	0.799213	0.156000	2364.000000
0.62	0.020548	-0.031879	0.069721	0.925197	0.144500	2405.000000
0.63	-0.191781	-0.033557	0.049801	0.893701	0.114500	2440.000000
0.64	-0.116438	-0.015101	0.000000	1.055118	0.121000	2461.000000
0.65	-0.041096	-0.058725	0.035857	1.039370	0.129500	2482.000000
0.66	0.013699	-0.025168	0.000000	1.110236	0.134500	2509.000000
0.67	0.075342	-0.085570	0.041833	1.106299	0.141500	2543.000000
0.68	-0.061644	-0.062081	0.067729	1.118110	0.153000	2578.000000
0.69	-0.054795	-0.062081	0.117530	0.988189	0.162000	2605.000000
0.7	-0.061644	-0.085570	0.152390	0.822835	0.151000	2631.000000
0.71	-0.061644	-0.082215	0.127490	0.814961	0.138500	2655.000000
0.72	-0.308219	-0.053691	0.146414	0.905512	0.150000	2685.000000
0.73	-0.301370	0.038591	0.091633	0.909449	0.151000	2714.000000
0.74	-0.301370	-0.008389	0.018924	1.031496	0.116000	2742.000000
0.75	-0.171233	-0.050336	0.085657	1.125984	0.158500	2770.000000
0.76	-0.301370	-0.063758	0.107570	1.169291	0.161500	2801.000000
0.77	-0.376712	-0.036913	0.172311	1.173228	0.197000	2834.000000
0.78	-0.143836	-0.048658	0.161355	1.181102	0.206000	2874.000000
0.79	-0.068493	-0.177852	0.166335	1.448819	0.209500	2910.000000
0.8	0.013699	-0.224832	0.191235	1.413386	0.209500	2945.000000
0.81	0.102740	-0.216443	0.147410	1.429134	0.198500	2976.000000
0.82	-0.027397	-0.224832	0.153386	1.519685	0.201000	3011.000000
0.83	-0.109589	-0.192953	0.077689	1.858268	0.209500	3038.000000
0.84	0.027397	-0.204698	0.046813	1.866142	0.201500	3077.000000
0.85	0.102740	-0.325503	0.107570	1.956693	0.213000	3109.000000
0.86	0.102740	-0.409396	0.105578	2.000000	0.192500	3140.000000
0.87	0.102740	-0.422819	0.141434	2.043307	0.212000	3170.000000
0.88	0.191781	-0.469799	0.169323	2.015748	0.215000	3210.000000
0.89	0.184932	-0.469799	0.171315	2.102362	0.226500	3241.000000
0.9	0.047945	-0.426174	0.148406	2.133858	0.222000	3270.000000
0.91	0.047945	-0.538591	0.153386	2.177165	0.196500	3301.000000
0.92	-0.041096	-0.516779	0.133466	2.106299	0.177500	3336.000000
0.93	-0.082192	-0.494966	0.141434	2.059055	0.179000	3364.000000
0.94	-0.136986	-0.481544	0.087649	2.181102	0.167500	3392.000000
0.95	-0.212329	-0.427852	0.024900	2.271654	0.158000	3417.000000
0.96	-0.280822	-0.362416	-0.027888	2.267717	0.145500	3440.000000
0.97	-0.342466	-0.348993	-0.042829	2.314961	0.143500	3473.000000
0.98	-0.267123	-0.392617	-0.055777	2.618110	0.168000	3513.000000
0.99	-0.267123	-0.439597	-0.024900	2.535433	0.159000	3531.000000
1	-0.191781	-0.456376	-0.025896	2.578740	0.164500	3556.000000
1.01	-0.246575	-0.312081	0.003984	2.503937	0.209000	3583.000000
1.02	-0.171233	-0.223154	0.000996	2.503937	0.239500	3622.000000
1.03	-0.006849	-0.093960	-0.091633	2.393701	0.229500	3650.000000
1.04	0.123288	-0.035235	-0.090637	2.314961	0.247000	3683.000000
1.05	0.226027	0.020134	-0.080677	2.354331	0.281000	3715.000000
1.06	0.089041	0.046980	-0.009960	2.413386	0.322000	3739.000000
1.07	0.315068	0.060403	-0.061753	2.405512	0.315500	3775.000000
1.08	0.397260	-0.020134	-0.040837	2.248031	0.288000	3802.000000
1.09	0.191781	0.040268	-0.058765	2.185039	0.274000	3828.000000
1.1	0.198630	0.026846	-0.020916	2.157480	0.286000	3866.000000
1.11	0.123288	-0.028523	0.030876	2.232283	0.299500	3891.000000
1.12	0.198630	-0.122483	0.026892	2.311024	0.285000	3919.000000
1.13	-0.171233	-0.216443	0.047809	2.342520	0.244500	3951.000000
1.14	-0.335616	-0.182886	0.080677	2.417323	0.268500	3989.000000
1.15	-0.253425	-0.192953	0.062749	2.417323	0.262500	4019.000000
1.16	-0.171233	-0.268456	0.157371	2.448819	0.297500	4050.000000
1.17	0.041096	-0.265101	0.130478	2.527559	0.310500	4075.000000
1.18	0.082192	-0.275168	0.156375	2.452756	0.314000	4101.000000
1.19	-0.041096	-0.234899	0.181275	2.452756	0.329500	4127.000000
1.2	0.034247	-0.333893	0.155378	2.507874	0.299500	4158.000000
1.21	0.061644	-0.308725	0.168327	2.381890	0.299500	4186.000000
1.22	-0.020548	-0.332215	0.113546	2.421260	0.264000	4212.000000
1.23	-0.006849	-0.437919	0.176295	2.456693	0.269500	4237.000000
1.24	-0.054795	-0.449664	0.192231	2.492126	0.275000	4264.000000
1.25	0.013699	-0.449664	0.213147	2.452756	0.285500	4286.000000
1.26	0.027397	-0.340604	0.146414	2.582677	0.302000	4318.000000
1.27	0.020548	-0.167785	0.177291	2.535433	0.362500	4349.000000
1.28	0.109589	-0.162752	0.146414	2.429134	0.341500	4376.000000
1.29	0.089041	-0.260067	0.174303	2.500000	0.334000	4417.000000
1.3	0.171233	-0.407718	0.214143	2.543307	0.321500	4443.000000
1.31	0.178082	-0.359060	0.235060	2.582677	0.352000	4471.000000
1.32	0.171233	-0.355705	0.168327	2.590551	0.320000	4512.000000
1.33	0.171233	-0.338926	0.124502	2.637795	0.309000	4549.000000
1.34	0.301370	-0.374161	0.129482	2.594488	0.305000	4572.000000
1.35	0.136986	-0.332215	0.033865	2.381890	0.230500	4609.000000
1.36	0.143836	-0.404362	0.057769	2.377953	0.221000	4632.000000
1.37	0.082192	-0.404362	0.086653	2.370079	0.230000	4660.000000
1.38	0.095890	-0.401007	0.110558	2.409449	0.249000	4691.000000
1.39	-0.171233	-0.357383	0.087649	2.354331	0.224000	4729.000000
1.4	-0.171233	-0.285235	0.084661	2.358268	0.244500	4769.000000
1.41	-0.164384	-0.281879	0.127490	2.354331	0.267000	4802.000000
1.42	-0.157534	-0.261745	0.101594	2.472441	0.275500	4832.000000
1.43	-0.294521	-0.236577	0.057769	2.515748	0.256500	4861.000000
1.44	-0.349315	-0.234899	0.054781	2.507874	0.250500	4887.000000
1.45	-0.260274	-0.214765	0.089641	2.346457	0.260000	4914.000000
1.46	-0.260274	-0.199664	0.057769	2.425197	0.258500	4942.000000
1.47	-0.267123	-0.253356	0.039841	2.429134	0.233500	4971.000000
1.48	-0.178082	-0.243289	-0.008964	2.614173	0.242000	5004.000000
1.49	-0.095890	-0.323826	0.043825	2.578740	0.246000	5029.000000
1.5	-0.520548	-0.204698	0.060757	2.578740	0.259000	5064.000000
1.51	-0.684932	-0.197987	0.097610	2.814961	0.297500	5092.000000
1.52	-0.616438	-0.192953	0.111554	2.858268	0.316500	5129.000000
1.53	-0.698630	-0.167785	0.120518	2.948819	0.334000	5155.000000
1.54	-0.561644	-0.213087	0.030876	2.960630	0.287000	5176.000000
1.55	-0.397260	-0.256711	0.037849	2.933071	0.286000	5207.000000
1.56	-0.527397	-0.159396	0.014940	2.984252	0.300500	5236.000000
1.57	-0.452055	-0.164430	0.012948	2.799213	0.280000	5273.000000
1.58	-0.452055	-0.120805	-0.033865	2.877953	0.279500	5301.000000
1.59	-0.301370	-0.196309	-0.021912	2.850394	0.270500	5331.000000
1.6	-0.253425	-0.176174	-0.027888	2.692913	0.257000	5361.000000
1.61	-0.363014	-0.107383	-0.071713	2.657480	0.243000	5394.000000
1.62	-0.363014	-0.149329	-0.046813	2.681102	0.246000	5429.000000
1.63	-0.212329	-0.172819	-0.067729	2.763780	0.250000	5456.000000
1.64	-0.205479	-0.129195	-0.079681	2.767717	0.258000	5494.000000
1.65	-0.198630	-0.149329	-0.025896	2.763780	0.279000	5540.000000
1.66	-0.198630	-0.244966	0.014940	2.708661	0.264000	5574.000000
1.67	-0.315068	-0.258389	0.165339	2.755906	0.333000	5600.000000
1.68	-0.424658	-0.338926	0.140438	2.799213	0.294000	5627.000000
1.69	-0.267123	-0.318792	0.187251	2.559055	0.304500	5654.000000
1.7	-0.191781	-0.261745	0.164343	2.413386	0.297000	5686.000000
1.71	-0.191781	-0.181208	0.151394	2.362205	0.308000	5717.000000
1.72	-0.047945	-0.137584	0.157371	2.433071	0.343500	5739.000000
1.73	0.020548	-0.052013	0.089641	2.393701	0.335000	5775.000000
1.74	-0.034247	-0.115772	0.073705	2.275591	0.289000	5807.000000
1.75	0.171233	-0.067114	0.054781	1.976378	0.271000	5836.000000
1.76	-0.102740	-0.048658	0.012948	2.059055	0.246000	5862.000000
1.77	-0.013699	0.040268	-0.072709	2.102362	0.241500	5888.000000
1.78	-0.232877	0.055369	-0.002988	2.062992	0.260000	5923.000000
1.79	-0.205479	0.055369	-0.078685	2.074803	0.225500	5947.000000
1.8	-0.205479	0.080537	-0.120518	2.047244	0.208500	5975.000000
1.81	-0.342466	0.137584	-0.129482	2.027559	0.208500	5998.000000
1.82	-0.082192	0.192953	-0.169323	1.870079	0.204000	6036.000000
1.83	0.000000	0.239933	-0.165339	1.901575	0.230000	6076.000000
1.84	0.219178	0.241611	-0.130478	1.814961	0.253000	6109.000000
1.85	0.157534	0.119128	-0.181275	1.610236	0.160500	6146.000000
1.86	0.171233	0.219799	-0.262948	1.594488	0.148500	6186.000000
1.87	0.041096	0.275168	-0.263944	1.606299	0.156500	6215.000000
1.88	0.123288	0.204698	-0.261952	1.685039	0.152500	6238.000000
1.89	0.205479	0.105705	-0.269920	1.712598	0.128500	6270.000000
1.9	0.493151	0.092282	-0.338645	1.767717	0.118000	6302.000000
1.91	0.493151	0.127517	-0.367530	1.728346	0.109000	6329.000000
1.92	0.561644	0.117450	-0.325697	1.696850	0.128000	6356.000000
1.93	0.636986	0.172819	-0.310757	1.618110	0.147500	6382.000000
1.94	0.575342	0.179530	-0.287849	1.618110	0.156500	6427.000000
1.95	0.445205	0.199664	-0.247012	1.724409	0.187000	6452.000000
1.96	0.458904	-0.011745	-0.211155	1.799213	0.152500	6481.000000
1.97	0.602740	-0.067114	-0.200199	1.842520	0.157500	6519.000000
1.98	0.849315	0.010067	-0.267928	1.996063	0.184000	6547.000000
1.99	1.082192	-0.020134	-0.271912	2.114173	0.205000	6572.000000
2	1.027397	-0.030201	-0.285857	2.031496	0.180500	6596.000000
2.01	1.020548	-0.172819	-0.285857	2.181102	0.156500	6636.000000
2.02	1.082192	-0.300336	-0.197211	2.062992	0.152500	6665.000000
2.03	0.938356	-0.211409	-0.222112	2.047244	0.154000	6689.000000
2.04	0.760274	-0.204698	-0.195219	2.165354	0.171500	6714.000000
2.05	0.547945	-0.107383	-0.186255	2.244094	0.199500	6739.000000
2.06	0.547945	-0.038591	-0.189243	2.196850	0.212500	6780.000000
2.07	0.486301	0.015101	-0.243028	2.381890	0.220500	6814.000000
2.08	0.493151	-0.058725	-0.208167	2.334646	0.210500	6850.000000
2.09	0.445205	-0.162752	-0.286853	2.429134	0.148500	6877.000000
2.1	0.383562	-0.196309	-0.256972	2.377953	0.142500	6899.000000
2.11	0.390411	-0.197987	-0.246016	2.307087	0.139000	6925.000000
2.12	0.116438	-0.256711	-0.117530	2.484252	0.188500	6953.000000
2.13	0.123288	-0.327181	-0.084661	2.464567	0.182000	6987.000000
2.14	0.136986	-0.041946	-0.146414	2.318898	0.218500	7023.000000
2.15	-0.068493	-0.010067	-0.181275	2.437008	0.210500	7056.000000
2.16	0.150685	-0.053691	-0.139442	2.102362	0.192000	7082.000000
2.17	0.075342	-0.001678	-0.118526	2.070866	0.208500	7120.000000
2.18	0.047945	0.053691	-0.145418	1.803150	0.175500	7163.000000
2.19	0.130137	0.043624	-0.219124	1.771654	0.137500	7191.000000
2.2	0.006849	0.045302	-0.187251	1.775591	0.145500	7228.000000
2.21	0.068493	-0.018456	-0.242032	1.862205	0.114500	7264.000000
2.22	0.602740	0.151007	-0.386454	1.897638	0.136000	7295.000000
2.23	0.609589	0.250000	-0.454183	1.909449	0.133500	7314.000000
2.24	0.527397	0.263423	-0.398406	2.082677	0.181500	7348.000000
2.25	0.397260	0.451342	-0.403386	1.885827	0.200500	7388.000000
2.26	0.232877	0.426174	-0.412351	1.885827	0.176500	7421.000000
2.27	0.143836	0.411074	-0.328685	1.854331	0.203500	7453.000000
2.28	0.232877	0.328859	-0.396414	1.968504	0.166000	7486.000000
2.29	0.260274	0.276846	-0.391434	1.937008	0.151000	7527.000000
2.3	0.205479	0.119128	-0.359562	1.818898	0.101000	7553.000000
2.31	0.315068	0.145973	-0.372510	1.728346	0.099000	7584.000000
2.32	0.321918	0.166107	-0.346614	1.736220	0.119500	7615.000000
2.33	0.445205	0.057047	-0.327689	1.744094	0.106500	7645.000000
2.34	0.541096	0.050336	-0.282869	1.677165	0.125500	7672.000000
2.35	0.616438	0.083893	-0.289841	1.523622	0.118000	7707.000000
2.36	0.397260	-0.023490	-0.217131	1.566929	0.112000	7735.000000
2.37	0.472603	-0.001678	-0.258964	1.535433	0.099000	7767.000000
2.38	0.431507	0.000000	-0.219124	1.488189	0.110500	7801.000000
2.39	0.424658	0.192953	-0.165339	1.480315	0.193500	7829.000000
2.4	0.157534	0.197987	-0.122510	1.452756	0.193500	7861.000000
2.41	0.294521	0.218121	-0.164343	1.370079	0.178000	7882.000000
2.42	0.294521	0.318792	-0.263944	1.326772	0.152500	7915.000000
2.43	0.308219	0.187919	-0.281873	1.271654	0.098500	7944.000000
2.44	0.383562	0.028523	-0.300797	1.248031	0.044000	7984.000000
2.45	0.328767	0.048658	-0.247012	1.133858	0.058500	8024.000000
2.46	0.301370	0.003356	-0.169323	0.905512	0.053000	8050.000000
2.47	0.301370	0.075503	-0.162351	1.094488	0.102000	8084.000000
2.48	0.376712	0.233221	-0.181275	1.098425	0.145500	8110.000000
2.49	0.191781	0.380872	-0.109562	1.062992	0.207500	8144.000000
2.5	0.328767	0.521812	-0.251992	1.062992	0.188000	8171.000000
2.51	-0.013699	0.583893	-0.229084	1.023622	0.188000	8209.000000
2.52	0.472603	0.588926	-0.287849	0.917323	0.182000	8245.000000
2.53	0.821918	0.588926	-0.283865	0.866142	0.203000	8273.000000
2.54	0.890411	0.510067	-0.253984	0.803150	0.191500	8299.000000
2.55	0.897260	0.496644	-0.273904	0.708661	0.166000	8335.000000
2.56	0.897260	0.406040	-0.292829	0.795276	0.140500	8353.000000
2.57	1.054795	0.285235	-0.344622	0.870079	0.099500	8384.000000
2.58	0.390411	0.345638	-0.250996	0.673228	0.091000	8410.000000
2.59	0.390411	0.437919	-0.252988	0.720472	0.123500	8437.000000
2.6	0.410959	0.441275	-0.287849	0.811024	0.120000	8473.000000
2.61	0.363014	0.384228	-0.310757	0.897638	0.099000	8523.000000
2.62	0.506849	0.401007	-0.288845	0.858268	0.120500	8552.000000
2.63	0.363014	0.528523	-0.336653	0.984252	0.140000	8585.000000
2.64	0.006849	0.597315	-0.294821	1.133858	0.174500	8620.000000
2.65	0.034247	0.508389	-0.338645	1.318898	0.151500	8653.000000
2.66	0.431507	0.486577	-0.344622	1.279528	0.166000	8680.000000
2.67	0.691781	0.468121	-0.435259	1.326772	0.140000	8707.000000
2.68	0.705479	0.515101	-0.601594	1.303150	0.068500	8737.000000
2.69	0.952055	0.500000	-0.598606	1.275591	0.080000	8762.000000
2.7	0.876712	0.587248	-0.665339	1.236220	0.062000	8784.000000
2.71	0.890411	0.627517	-0.722112	1.200787	0.042000	8825.000000
2.72	0.760274	0.711409	-0.687251	0.972441	0.046000	8849.000000
2.73	0.684932	0.793624	-0.557769	1.003937	0.134000	8882.000000
2.74	0.623288	0.768456	-0.613546	1.011811	0.095000	8911.000000
2.75	0.698630	0.755034	-0.604582	0.846457	0.080000	8947.000000
2.76	0.773973	0.746644	-0.590637	0.976378	0.106500	8970.000000
2.77	0.767123	0.689597	-0.473108	0.779528	0.123000	9001.000000
2.78	0.883562	0.766779	-0.485060	0.830709	0.155000	9029.000000
2.79	0.890411	0.835570	-0.458167	0.641732	0.165500	9069.000000
2.8	0.691781	0.926174	-0.372510	0.566929	0.211500	9107.000000
2.81	0.698630	0.951342	-0.421315	0.566929	0.195000	9135.000000
2.82	0.500000	0.813758	-0.307769	0.610236	0.202000	9165.000000
2.83	0.705479	0.694631	-0.225100	0.393701	0.195500	9194.000000
2.84	0.986301	0.676174	-0.309761	0.311024	0.157500	9221.000000
2.85	1.178082	0.761745	-0.299801	0.393701	0.212500	9257.000000
2.86	1.075342	0.746644	-0.277888	0.649606	0.244000	9286.000000
2.87	1.164384	0.897651	-0.340637	0.283465	0.217500	9319.000000
2.88	1.116438	0.855705	-0.388446	0.157480	0.161500	9358.000000
2.89	0.678082	0.978188	-0.474104	0.070866	0.112000	9392.000000
2.9	0.547945	1.085570	-0.456175	0.188976	0.158500	9420.000000
2.91	0.136986	1.003356	-0.451195	0.279528	0.118000	9447.000000
2.92	0.226027	0.958054	-0.454183	0.161417	0.094500	9477.000000
2.93	0.095890	0.934564	-0.381474	0.039370	0.099000	9504.000000
2.94	0.164384	0.921141	-0.362550	-0.035433	0.100000	9528.000000
2.95	-0.109589	1.073826	-0.288845	0.015748	0.169000	9562.000000
2.96	-0.034247	1.109060	-0.241036	0.074803	0.216500	9595.000000
2.97	-0.438356	1.229866	-0.219124	0.149606	0.243500	9622.000000
2.98	-0.575342	1.449664	-0.155378	0.232283	0.341500	9648.000000
2.99	-0.493151	1.515101	-0.194223	0.200787	0.343500	9676.000000
3	-0.671233	1.479866	-0.164343	0.192913	0.334000	9706.000000
3.01	-0.595890	1.401007	-0.141434	0.307087	0.342000	9737.000000
3.02	-0.547945	1.375839	-0.171315	0.271654	0.318500	9769.000000
3.03	-0.465753	1.352349	-0.153386	0.133858	0.309000	9800.000000
3.04	-0.308219	1.374161	-0.210159	0.322835	0.322500	9829.000000
3.05	0.047945	1.459732	-0.209163	0.216535	0.361000	9856.000000
3.06	-0.075342	1.412752	-0.097610	0.106299	0.380000	9882.000000
3.07	-0.054795	1.453020	-0.125498	-0.090551	0.354500	9912.000000
3.08	0.123288	1.375839	-0.143426	0.192913	0.371500	9946.000000
3.09	0.136986	1.343960	-0.210159	0.295276	0.342500	9983.000000
3.1	0.068493	1.323826	-0.185259	0.338583	0.349500	10016.000000
3.11	0.082192	1.275168	-0.136454	0.334646	0.360000	10045.000000
3.12	0.000000	1.206376	-0.069721	0.370079	0.371500	10080.000000
3.13	0.136986	1.156040	-0.113546	0.330709	0.339500	10108.000000
3.14	0.280822	1.139262	-0.131474	0.267717	0.328000	10136.000000
3.15	0.232877	1.016779	-0.035857	0.271654	0.336500	10169.000000
3.16	0.102740	1.082215	-0.078685	0.303150	0.329000	10194.000000
3.17	0.123288	1.036913	-0.089641	0.263780	0.306500	10228.000000
3.18	0.130137	0.971477	-0.119522	0.283465	0.275000	10261.000000
3.19	0.342466	1.073826	-0.193227	0.287402	0.284500	10279.000000
3.2	0.602740	1.048658	-0.254980	0.251969	0.260500	10307.000000
3.21	0.534247	1.070470	-0.237052	0.216535	0.266500	10338.000000
3.22	0.541096	0.911074	-0.288845	0.334646	0.208500	10370.000000
3.23	0.691781	0.914430	-0.264940	0.212598	0.217000	10408.000000
3.24	0.616438	0.875839	-0.238048	0.086614	0.197500	10432.000000
3.25	0.691781	0.815436	-0.185259	0.094488	0.212500	10462.000000
3.26	0.698630	0.744966	-0.069721	0.003937	0.238500	10490.000000
3.27	0.698630	0.781879	-0.156375	0.228346	0.234500	10525.000000
3.28	1.164384	0.738255	-0.292829	-0.125984	0.142000	10555.000000
3.29	1.116438	0.765101	-0.259960	-0.078740	0.169000	10581.000000
3.3	1.123288	0.785235	-0.249004	-0.015748	0.189000	10613.000000
3.31	1.116438	0.832215	-0.246016	-0.011811	0.204500	10638.000000
3.32	1.410959	0.659396	-0.253984	-0.070866	0.163000	10667.000000
3.33	1.109589	0.711409	-0.262948	-0.362205	0.115000	10694.000000
3.34	0.979452	0.793624	-0.222112	-0.232283	0.167000	10730.000000
3.35	1.130137	0.771812	-0.219124	-0.397638	0.152000	10764.000000
3.36	1.075342	0.758389	-0.251992	-0.519685	0.112000	10786.000000
3.37	0.986301	0.892617	-0.250996	-0.114173	0.197500	10820.000000
3.38	0.986301	0.966443	-0.480080	-0.070866	0.110000	10846.000000
3.39	1.273973	0.969799	-0.565737	-0.039370	0.093000	10869.000000
3.4	1.349315	1.060403	-0.605578	-0.267717	0.076500	10914.000000
3.41	1.095890	1.192953	-0.568725	-0.145669	0.131500	10943.000000
3.42	0.972603	1.149329	-0.593625	-0.141732	0.097500	10980.000000
3.43	1.006849	1.033557	-0.600598	-0.149606	0.061000	11016.000000
3.44	0.883562	1.109060	-0.768924	-0.232283	-0.020500	11036.000000
3.45	0.821918	1.073826	-0.759960	-0.279528	-0.037000	11068.000000
3.46	0.842466	1.184564	-0.719124	-0.275591	0.018500	11100.000000
3.47	0.493151	1.114094	-0.731076	-0.094488	-0.011000	11146.000000
3.48	-0.226027	1.114094	-0.804781	0.322835	-0.047500	11177.000000
3.49	-0.143836	1.130872	-0.833665	0.287402	-0.055500	11204.000000
3.5	-0.095890	1.093960	-0.794821	0.216535	-0.052500	11235.000000
3.51	-0.712329	1.030201	-0.796813	0.086614	-0.134000	11264.000000
3.52	-0.376712	1.115772	-0.817729	0.047244	-0.099500	11288.000000
3.53	-0.452055	1.201342	-0.806773	0.043307	-0.074500	11312.000000
3.54	-0.452055	1.147651	-0.758964	-0.011811	-0.073500	11344.000000
3.55	-0.383562	1.172819	-0.781873	0.023622	-0.068000	11371.000000
3.56	-0.438356	1.253356	-0.729084	-0.114173	-0.039000	11395.000000
3.57	-0.260274	1.169463	-0.684263	0.003937	-0.013500	11424.000000
3.58	-0.253425	1.135906	-0.698207	-0.236220	-0.060500	11445.000000
3.59	-0.164384	1.151007	-0.763944	-0.122047	-0.068000	11475.000000
3.6	-0.157534	1.221477	-0.763944	-0.039370	-0.036000	11508.000000
3.61	0.000000	1.223154	-0.697211	-0.055118	0.007500	11542.000000
3.62	-0.226027	1.323826	-0.786853	-0.468504	-0.076500	11569.000000
3.63	-0.280822	1.234899	-0.786853	-0.192913	-0.072000	11608.000000
3.64	-0.143836	1.197987	-0.749004	-0.259843	-0.062500	11635.000000
3.65	-0.726027	1.253356	-0.781873	-0.240157	-0.102500	11674.000000
3.66	-0.643836	1.567114	-0.758964	-0.200787	0.013500	11709.000000
3.67	-0.705479	1.615772	-0.824701	-0.370079	-0.031000	11744.000000
3.68	-0.636986	1.697987	-0.835657	-0.283465	0.004000	11773.000000
3.69	-0.143836	1.825503	-0.811753	-0.322835	0.085000	11805.000000
3.7	0.006849	1.852349	-0.940239	-0.370079	0.033500	11837.000000
3.71	0.061644	2.159396	-0.848606	-0.283465	0.186000	11866.000000
3.72	0.527397	2.253356	-0.857570	-0.503937	0.215500	11894.000000
3.73	0.616438	2.199664	-0.872510	-0.543307	0.193500	11921.000000
3.74	0.541096	2.102349	-0.786853	-0.641732	0.189500	11951.000000
3.75	0.643836	2.214765	-0.806773	-0.622047	0.223000	11985.000000
3.76	0.671233	2.317114	-0.766932	-0.822835	0.250000	12015.000000
3.77	0.698630	2.256711	-0.723108	-0.948819	0.240000	12050.000000
3.78	0.589041	2.370805	-0.764940	-1.023622	0.235500	12086.000000
3.79	0.547945	2.417785	-0.806773	-0.885827	0.243000	12120.000000
