#Time	'HT Avg'	'MT Avg'	'LIT Avg'	'LT Avg'	'Total Avg'	'count'
0.38	0.047945	-0.374161	0.175299	0.507874	0.044500	1702.000000
0.39	-0.020548	-0.377517	0.146414	0.590551	0.034500	1744.000000
0.4	0.054795	-0.337248	0.092629	0.559055	0.021000	1781.000000
0.41	0.041096	-0.291946	0.107570	0.547244	0.039500	1812.000000
0.42	-0.095890	-0.260067	0.138446	0.425197	0.039000	1835.000000
0.43	-0.102740	-0.238255	0.130478	0.401575	0.038000	1870.000000
0.44	-0.226027	-0.137584	0.104582	0.460630	0.053500	1910.000000
0.45	-0.369863	-0.124161	0.133466	0.377953	0.051000	1944.000000
0.46	-0.130137	-0.167785	0.092629	0.484252	0.048500	1982.000000
0.47	-0.136986	-0.169463	0.122510	0.519685	0.067000	2008.000000
0.48	-0.150685	-0.203020	0.142430	0.476378	0.060500	2040.000000
0.49	0.000000	-0.243289	0.164343	0.669291	0.095000	2067.000000
0.5	0.143836	-0.203020	0.140438	0.500000	0.084000	2092.000000
0.51	0.109589	-0.239933	0.146414	0.452756	0.067500	2123.000000
0.52	0.061644	-0.216443	0.116534	0.448819	0.055500	2150.000000
0.53	0.150685	-0.132550	0.105578	0.496063	0.087500	2177.000000
0.54	0.294521	-0.196309	0.126494	0.574803	0.099500	2208.000000
0.55	0.486301	-0.286913	0.083665	0.629921	0.072000	2240.000000
0.56	0.554795	-0.248322	0.066733	0.594488	0.075500	2287.000000
0.57	0.589041	-0.151007	0.135458	0.314961	0.106000	2320.000000
0.58	0.315068	-0.102349	0.148406	0.425197	0.121000	2347.000000
0.59	0.239726	-0.120805	0.201195	0.433071	0.137500	2374.000000
0.6	0.253425	-0.062081	0.162351	0.488189	0.143500	2402.000000
0.61	0.191781	-0.062081	0.104582	0.484252	0.109500	2432.000000
0.62	0.321918	-0.030201	0.082669	0.413386	0.108500	2467.000000
0.63	0.191781	0.036913	0.094622	0.484252	0.134000	2506.000000
0.64	0.342466	0.038591	0.112550	0.448819	0.150000	2535.000000
0.65	0.623288	-0.041946	0.122510	0.338583	0.137500	2567.000000
0.66	0.397260	-0.060403	0.137450	0.370079	0.127000	2603.000000
0.67	0.376712	-0.055369	0.086653	0.444882	0.111000	2632.000000
0.68	0.582192	-0.095638	0.109562	0.590551	0.144000	2675.000000
0.69	0.452055	0.075503	0.037849	0.618110	0.153000	2706.000000
0.7	0.315068	0.026846	0.131474	0.736220	0.190500	2743.000000
0.71	0.171233	0.060403	0.112550	0.996063	0.213500	2775.000000
0.72	0.191781	0.077181	0.088645	1.279528	0.244000	2809.000000
0.73	0.335616	0.129195	0.065737	1.279528	0.258500	2839.000000
0.74	0.116438	0.184564	0.101594	1.200787	0.267000	2867.000000
0.75	0.123288	0.167785	0.079681	1.389764	0.275500	2900.000000
0.76	0.123288	0.161074	0.177291	1.413386	0.325500	2932.000000
0.77	0.267123	0.028523	0.214143	1.165354	0.283500	2966.000000
0.78	0.287671	-0.006711	0.221116	1.208661	0.283500	3004.000000
0.79	0.410959	0.048658	0.141434	1.200787	0.268000	3032.000000
0.8	0.541096	0.003356	0.125498	1.283465	0.266500	3059.000000
0.81	0.520548	-0.077181	0.137450	1.401575	0.262000	3091.000000
0.82	0.527397	-0.020134	0.184263	1.350394	0.296500	3120.000000
0.83	0.589041	-0.036913	0.187251	1.311024	0.292500	3150.000000
0.84	0.472603	0.010067	0.186255	1.377953	0.306000	3177.000000
0.85	0.534247	0.015101	0.229084	1.413386	0.338000	3209.000000
0.86	0.479452	0.080537	0.201195	1.503937	0.351000	3241.000000
0.87	0.280822	0.164430	0.200199	1.511811	0.362000	3261.000000
0.88	0.232877	0.107383	0.320717	1.480315	0.398000	3293.000000
0.89	0.246575	0.162752	0.290837	1.437008	0.395000	3323.000000
0.9	0.246575	0.177852	0.291833	1.704724	0.434000	3346.000000
0.91	0.198630	0.177852	0.269920	1.818898	0.434000	3376.000000
0.92	0.136986	0.219799	0.224104	1.811024	0.418000	3402.000000
0.93	0.143836	0.221477	0.169323	1.811024	0.391500	3431.000000
0.94	0.136986	0.253356	0.132470	1.874016	0.390000	3466.000000
0.95	0.267123	0.250000	0.161355	1.877953	0.413500	3499.000000
0.96	0.273973	0.345638	0.086653	1.751969	0.389000	3541.000000
0.97	0.342466	0.343960	0.022908	1.716535	0.357000	3570.000000
0.98	0.212329	0.427852	-0.031873	1.712598	0.344500	3594.000000
0.99	0.150685	0.557047	-0.146414	1.598425	0.306500	3620.000000
1	0.301370	0.588926	-0.158367	1.566929	0.317000	3662.000000
1.01	0.363014	0.669463	-0.171315	1.610236	0.344500	3699.000000
1.02	0.301370	0.647651	-0.129482	1.641732	0.358500	3729.000000
1.03	0.452055	0.736577	-0.160359	1.570866	0.371500	3750.000000
1.04	0.232877	0.743289	-0.122510	1.488189	0.366000	3786.000000
1.05	0.253425	0.703020	-0.098606	1.559055	0.376500	3814.000000
1.06	0.321918	0.755034	-0.102590	1.578740	0.397500	3852.000000
1.07	0.273973	0.671141	-0.104582	1.614173	0.372500	3877.000000
1.08	0.349315	0.684564	-0.125498	1.547244	0.363000	3898.000000
1.09	0.431507	0.662752	-0.085657	1.515748	0.378500	3929.000000
1.1	0.438356	0.640940	-0.033865	1.401575	0.384000	3962.000000
1.11	0.452055	0.647651	-0.049801	1.374016	0.375500	3995.000000
1.12	0.410959	0.699664	-0.069721	1.417323	0.383500	4022.000000
1.13	0.547945	0.677852	-0.048805	1.354331	0.389500	4058.000000
1.14	0.842466	0.827181	-0.108566	1.381890	0.429000	4085.000000
1.15	0.773973	0.765101	-0.082669	1.318898	0.410500	4114.000000
1.16	0.876712	0.751678	-0.035857	1.279528	0.432500	4141.000000
1.17	0.821918	0.706376	-0.028884	1.429134	0.437500	4173.000000
1.18	0.753425	0.642617	-0.048805	1.500000	0.412500	4203.000000
1.19	0.767123	0.697987	-0.055777	1.464567	0.422000	4235.000000
1.2	0.506849	0.744966	0.043825	1.472441	0.468000	4265.000000
1.21	0.486301	0.788591	0.093625	1.507874	0.509000	4292.000000
1.22	0.308219	0.812081	0.135458	1.433071	0.514500	4316.000000
1.23	0.171233	0.885906	0.095618	1.488189	0.513500	4340.000000
1.24	0.232877	0.884228	0.152390	1.362205	0.530000	4368.000000
1.25	0.301370	0.838926	0.162351	1.586614	0.555000	4391.000000
1.26	0.171233	0.828859	0.200199	1.582677	0.561000	4426.000000
1.27	0.184932	0.694631	0.261952	1.751969	0.574500	4451.000000
1.28	0.178082	0.686242	0.270916	1.688976	0.568000	4482.000000
1.29	0.116438	0.721477	0.193227	1.562992	0.519000	4505.000000
1.3	0.349315	0.768456	0.199203	1.523622	0.548000	4539.000000
1.31	0.280822	0.807047	0.226096	1.480315	0.562500	4569.000000
1.32	0.335616	0.802013	0.232072	1.566929	0.579000	4595.000000
1.33	0.349315	0.783557	0.180279	1.653543	0.559500	4627.000000
1.34	0.294521	0.734899	0.196215	1.503937	0.530000	4660.000000
1.35	0.232877	0.854027	0.121514	1.492126	0.522000	4690.000000
1.36	0.246575	0.864094	0.090637	1.543307	0.517000	4721.000000
1.37	0.253425	0.875839	0.122510	1.653543	0.551000	4753.000000
1.38	0.383562	0.848993	0.116534	1.661417	0.550500	4785.000000
1.39	0.246575	0.870805	0.151394	1.602362	0.557000	4814.000000
1.4	0.102740	0.838926	0.215139	1.606299	0.569500	4844.000000
1.41	0.171233	0.786913	0.310757	1.692913	0.618000	4874.000000
1.42	0.013699	0.687919	0.317729	1.901575	0.607000	4905.000000
1.43	0.013699	0.632550	0.323705	1.803150	0.581000	4932.000000
1.44	0.013699	0.624161	0.310757	1.921260	0.587000	4969.000000
1.45	0.027397	0.488255	0.296813	1.972441	0.547000	4998.000000
1.46	0.027397	0.427852	0.383466	1.897638	0.563000	5032.000000
1.47	0.061644	0.394295	0.357570	1.937008	0.547500	5061.000000
1.48	-0.006849	0.399329	0.325697	1.976378	0.533000	5083.000000
1.49	0.219178	0.382550	0.270916	2.047244	0.526000	5113.000000
1.5	0.294521	0.365772	0.285857	2.000000	0.528000	5143.000000
1.51	0.513699	0.276846	0.299801	2.051181	0.531000	5171.000000
1.52	0.445205	0.291946	0.220120	2.039370	0.489000	5197.000000
1.53	0.308219	0.379195	0.131474	2.039370	0.460500	5234.000000
1.54	0.376712	0.521812	0.111554	1.996063	0.492500	5261.000000
1.55	0.267123	0.473154	0.156375	2.043307	0.498500	5286.000000
1.56	0.205479	0.468121	0.129482	2.007874	0.474500	5318.000000
1.57	0.205479	0.538591	0.109562	1.972441	0.481000	5347.000000
1.58	0.212329	0.486577	0.171315	1.751969	0.469000	5393.000000
1.59	0.075342	0.617450	0.142430	1.618110	0.466500	5423.000000
1.6	-0.054795	0.598993	0.147410	1.669291	0.460500	5453.000000
1.61	-0.109589	0.642617	0.135458	1.669291	0.463500	5489.000000
1.62	-0.171233	0.637584	0.142430	1.716535	0.467000	5514.000000
1.63	-0.102740	0.696309	0.174303	1.724409	0.506500	5542.000000
1.64	-0.212329	0.671141	0.256972	1.393701	0.490500	5561.000000
1.65	-0.219178	0.694631	0.225100	1.401575	0.482000	5584.000000
1.66	-0.342466	0.729866	0.268924	1.488189	0.516500	5625.000000
1.67	-0.561644	0.679530	0.291833	1.531496	0.502500	5656.000000
1.68	-0.602740	0.696309	0.336653	1.531496	0.527000	5691.000000
1.69	-1.006849	0.711409	0.353586	1.492126	0.505500	5713.000000
1.7	-1.075342	0.728188	0.336653	1.496063	0.497500	5751.000000
1.71	-1.130137	0.761745	0.294821	1.507874	0.484000	5780.000000
1.72	-1.198630	0.837248	0.299801	1.543307	0.508500	5815.000000
1.73	-1.109589	0.845638	0.316733	1.377953	0.505000	5847.000000
1.74	-1.034247	1.018456	0.319721	1.366142	0.562000	5880.000000
1.75	-1.034247	1.048658	0.370518	1.244094	0.581000	5921.000000
1.76	-1.191781	1.030201	0.430279	1.196850	0.588000	5955.000000
1.77	-1.061644	1.023490	0.359562	1.598425	0.611000	5990.000000
1.78	-1.054795	1.065436	0.331673	1.562992	0.605500	6023.000000
1.79	-1.198630	0.971477	0.327689	1.562992	0.565000	6044.000000
1.8	-1.253425	0.889262	0.317729	1.602362	0.536500	6068.000000
1.81	-1.116438	0.942953	0.309761	1.574803	0.555000	6097.000000
1.82	-0.979452	0.862416	0.225100	1.728346	0.518000	6132.000000
1.83	-0.835616	0.946309	0.090637	1.877953	0.505000	6160.000000
1.84	-0.945205	0.904362	0.055777	1.854331	0.464000	6195.000000
1.85	-1.164384	0.958054	0.018924	1.858268	0.446000	6225.000000
1.86	-1.095890	0.917785	0.069721	1.866142	0.465500	6245.000000
1.87	-0.767123	0.812081	0.160359	1.826772	0.498500	6272.000000
1.88	-0.719178	0.904362	0.134462	1.905512	0.526500	6297.000000
1.89	-0.698630	0.976510	0.144422	2.122047	0.582000	6331.000000
1.9	-0.630137	1.092282	0.101594	2.082677	0.595000	6354.000000
1.91	-0.773973	1.041946	0.075697	2.129921	0.562500	6388.000000
1.92	-0.890411	1.093960	0.049801	2.137795	0.557500	6420.000000
1.93	-0.890411	1.221477	0.098606	2.102362	0.615500	6451.000000
1.94	-0.678082	1.224832	0.078685	2.318898	0.649500	6485.000000
1.95	-0.602740	1.216443	0.119522	2.362205	0.678500	6511.000000
1.96	-0.726027	1.248322	0.069721	2.165354	0.629000	6549.000000
1.97	-1.000000	1.286913	0.098606	2.015748	0.616000	6577.000000
1.98	-0.924658	1.238255	0.096614	1.937008	0.596000	6601.000000
1.99	-0.910959	1.186242	0.091633	1.822835	0.564500	6648.000000
2	-1.130137	1.117450	0.089641	1.897638	0.536500	6678.000000
2.01	-1.047945	1.067114	0.126494	1.940945	0.551500	6700.000000
2.02	-1.116438	1.045302	0.108566	2.035433	0.543000	6743.000000
2.03	-0.760274	1.050336	0.054781	2.074803	0.548500	6768.000000
2.04	-0.815068	1.182886	0.051793	2.035433	0.577500	6805.000000
2.05	-0.993151	1.167785	0.129482	2.157480	0.614500	6826.000000
2.06	-0.924658	1.275168	0.084661	2.007874	0.610000	6864.000000
2.07	-0.986301	1.382550	-0.008964	2.129921	0.606000	6887.000000
2.08	-0.979452	1.345638	0.052789	1.937008	0.602000	6914.000000
2.09	-0.897260	1.374161	0.000996	2.066929	0.607000	6949.000000
2.1	-0.486301	1.285235	-0.048805	2.141732	0.595000	6986.000000
2.11	-0.335616	1.322148	-0.017928	2.118110	0.629500	7020.000000
2.12	-0.328767	1.290268	0.036853	2.208661	0.659500	7060.000000
2.13	-0.383562	1.149329	0.173307	2.090551	0.667000	7090.000000
2.14	-0.294521	1.186242	0.159363	2.011811	0.667500	7126.000000
2.15	-0.198630	1.152685	0.141434	1.984252	0.652000	7154.000000
2.16	-0.130137	1.164430	0.127490	2.031496	0.659500	7188.000000
2.17	-0.143836	1.065436	0.208167	2.125984	0.681500	7218.000000
2.18	0.034247	0.942953	0.224104	2.118110	0.665000	7241.000000
2.19	0.054795	0.931208	0.233068	2.161417	0.673000	7269.000000
2.2	0.054795	0.919463	0.239044	2.326772	0.693500	7300.000000
2.21	-0.410959	0.979866	0.326693	2.007874	0.681000	7332.000000
2.22	-0.397260	0.929530	0.351594	2.011811	0.680000	7353.000000
2.23	-0.664384	0.911074	0.191235	1.972441	0.569500	7385.000000
2.24	-0.657534	0.872483	0.234064	2.094488	0.595500	7416.000000
2.25	-0.321918	0.852349	0.225100	1.858268	0.579500	7442.000000
2.26	-0.239726	0.825503	0.225100	1.933071	0.587000	7471.000000
2.27	-0.458904	0.815436	0.190239	2.062992	0.567000	7490.000000
2.28	-0.130137	0.850671	0.208167	2.106299	0.616000	7514.000000
2.29	0.006849	0.783557	0.292829	2.078740	0.645000	7544.000000
2.3	0.075342	0.729866	0.357570	2.094488	0.668500	7582.000000
2.31	0.000000	0.716443	0.399402	2.090551	0.679500	7620.000000
2.32	-0.061644	0.657718	0.377490	2.169291	0.656500	7654.000000
2.33	-0.047945	0.582215	0.339641	2.295276	0.632000	7684.000000
2.34	0.041096	0.558725	0.247012	2.259843	0.580500	7714.000000
2.35	-0.041096	0.567114	0.234064	2.318898	0.578000	7750.000000
2.36	-0.109589	0.652685	0.209163	2.216535	0.573000	7771.000000
2.37	-0.095890	0.793624	0.117530	1.913386	0.531500	7803.000000
2.38	-0.212329	0.860738	0.110558	2.114173	0.565000	7837.000000
2.39	-0.150685	0.947987	0.126494	2.118110	0.604000	7865.000000
2.4	-0.068493	0.984899	0.058765	2.106299	0.585500	7897.000000
2.41	0.239726	0.971477	0.033865	2.200787	0.603500	7934.000000
2.42	0.328767	1.137584	0.024900	2.169291	0.651000	7970.000000
2.43	0.328767	1.093960	0.025896	2.204724	0.643000	8000.000000
2.44	0.335616	1.120805	0.046813	2.326772	0.677500	8033.000000
2.45	0.609589	1.241611	0.039841	2.437008	0.744000	8063.000000
2.46	0.623288	1.357383	0.038845	2.610236	0.801000	8092.000000
2.47	0.636986	1.302013	0.089641	2.515748	0.799000	8138.000000
2.48	0.534247	1.372483	0.046813	2.641732	0.807000	8177.000000
2.49	0.541096	1.454698	-0.067729	2.720472	0.784500	8197.000000
2.5	0.417808	1.528523	-0.063745	2.586614	0.782500	8229.000000
2.51	0.376712	1.510067	-0.001992	2.559055	0.801500	8271.000000
2.52	0.465753	1.555369	-0.009960	2.562992	0.818000	8305.000000
2.53	0.465753	1.474832	0.107570	2.496063	0.844500	8341.000000
2.54	0.321918	1.486577	0.080677	2.547244	0.830500	8367.000000
2.55	0.301370	1.404362	0.017928	2.460630	0.762000	8396.000000
2.56	0.616438	1.406040	0.020916	2.433071	0.783500	8424.000000
2.57	0.417808	1.432886	-0.014940	2.133858	0.721000	8450.000000
2.58	0.561644	1.454698	-0.196215	2.082677	0.640500	8488.000000
2.59	0.431507	1.365772	-0.211155	2.141732	0.604500	8523.000000
2.6	0.705479	1.357383	-0.264940	2.251969	0.609000	8554.000000
2.61	0.863014	1.401007	-0.204183	2.173228	0.654000	8586.000000
2.62	1.006849	1.431208	-0.197211	2.110236	0.669000	8614.000000
2.63	0.952055	1.476510	-0.172311	2.196850	0.702000	8648.000000
2.64	0.904110	1.481544	-0.095618	1.720472	0.678000	8682.000000
2.65	0.986301	1.528523	-0.082669	1.759843	0.709500	8710.000000
2.66	0.897260	1.369128	-0.091633	1.799213	0.656000	8742.000000
2.67	1.178082	1.362416	-0.077689	1.763780	0.677000	8771.000000
2.68	1.116438	1.379195	-0.100598	1.759843	0.665500	8800.000000
2.69	1.410959	1.395973	-0.085657	1.913386	0.719000	8840.000000
2.7	1.424658	1.278523	0.012948	1.826772	0.723500	8881.000000
2.71	1.438356	1.343960	-0.060757	1.751969	0.697500	8911.000000
2.72	1.130137	1.209732	-0.010956	1.846457	0.672000	8947.000000
2.73	1.123288	1.177852	0.001992	1.818898	0.665000	8983.000000
2.74	1.054795	1.137584	0.041833	1.905512	0.679000	9012.000000
2.75	1.061644	1.156040	-0.017928	1.940945	0.659500	9044.000000
2.76	1.054795	1.139262	-0.076693	1.901575	0.619500	9076.000000
2.77	1.000000	1.177852	-0.089641	1.598425	0.582000	9105.000000
2.78	1.061644	1.115772	-0.083665	1.527559	0.562000	9121.000000
2.79	1.130137	0.956376	-0.073705	1.657480	0.541000	9147.000000
2.8	1.287671	0.978188	-0.180279	1.925197	0.539500	9178.000000
2.81	1.082192	0.795302	-0.205179	2.051181	0.473500	9205.000000
2.82	1.232877	0.840604	-0.278884	1.870079	0.438000	9231.000000
2.83	1.246575	0.865772	-0.319721	1.909449	0.431000	9260.000000
2.84	1.198630	0.887584	-0.391434	1.933071	0.401000	9286.000000
2.85	0.623288	0.812081	-0.287849	1.933071	0.388500	9322.000000
2.86	0.356164	0.885906	-0.221116	1.937008	0.425000	9361.000000
2.87	0.294521	0.890940	-0.250996	2.212598	0.442000	9391.000000
2.88	0.308219	0.926174	-0.209163	2.224409	0.476000	9420.000000
2.89	0.376712	0.989933	-0.255976	2.377953	0.496000	9456.000000
2.9	0.458904	1.046980	-0.481076	2.153543	0.377500	9500.000000
2.91	0.397260	0.917785	-0.475100	2.149606	0.337000	9528.000000
2.92	0.404110	0.931208	-0.500996	2.082677	0.320000	9567.000000
2.93	0.486301	0.887584	-0.445219	2.051181	0.337000	9594.000000
2.94	0.554795	0.956376	-0.483068	2.129921	0.353500	9631.000000
2.95	0.561644	0.919463	-0.500000	2.098425	0.330500	9654.000000
2.96	0.561644	0.889262	-0.341633	1.901575	0.376000	9700.000000
2.97	0.493151	0.879195	-0.324701	2.062992	0.397000	9727.000000
2.98	0.554795	0.902685	-0.303785	2.027559	0.414500	9761.000000
2.99	0.431507	0.964765	-0.297809	2.157480	0.443500	9788.000000
3	0.253425	1.209732	-0.346614	2.149606	0.478000	9810.000000
3.01	0.184932	1.025168	-0.235060	2.188976	0.479000	9845.000000
3.02	0.445205	0.897651	-0.260956	2.299213	0.461000	9876.000000
3.03	0.390411	0.875839	-0.266932	2.303150	0.448000	9907.000000
3.04	0.404110	0.664430	-0.247012	2.346457	0.401500	9927.000000
3.05	0.424658	0.708054	-0.282869	2.267717	0.388000	9963.000000
3.06	0.506849	0.620805	-0.316733	2.090551	0.328500	9996.000000
3.07	0.500000	0.577181	-0.302789	2.145669	0.329000	10025.000000
3.08	0.520548	0.496644	-0.399402	2.181102	0.262500	10049.000000
3.09	0.520548	0.531879	-0.433267	2.263780	0.266500	10078.000000
3.1	0.520548	0.743289	-0.485060	2.267717	0.304000	10109.000000
3.11	0.452055	0.781879	-0.425299	2.129921	0.323000	10134.000000
3.12	0.383562	0.817114	-0.483068	2.188976	0.307000	10170.000000
3.13	0.171233	0.840604	-0.472112	2.070866	0.289000	10196.000000
3.14	0.109589	0.869128	-0.439243	2.035433	0.305000	10227.000000
3.15	-0.136986	0.820470	-0.476096	2.228346	0.278500	10257.000000
3.16	-0.136986	0.743289	-0.416335	2.157480	0.276500	10286.000000
3.17	-0.061644	0.716443	-0.343625	2.055118	0.297500	10316.000000
3.18	0.041096	0.713087	-0.283865	2.000000	0.327000	10333.000000
3.19	0.027397	0.711409	-0.349602	2.173228	0.314500	10365.000000
3.2	0.082192	0.748322	-0.290837	2.173228	0.359000	10394.000000
3.21	0.006849	0.661074	-0.156375	2.295276	0.410500	10426.000000
3.22	-0.068493	0.701342	-0.090637	2.196850	0.437500	10460.000000
3.23	0.000000	0.716443	-0.068725	2.204724	0.459000	10494.000000
3.24	-0.109589	0.783557	-0.150398	2.523622	0.470500	10521.000000
3.25	-0.089041	0.684564	-0.110558	2.519685	0.462000	10555.000000
3.26	-0.041096	0.640940	-0.164343	2.681102	0.446000	10592.000000
3.27	0.102740	0.557047	-0.326693	2.799213	0.365000	10621.000000
3.28	0.301370	0.657718	-0.339641	2.814961	0.405000	10662.000000
3.29	0.595890	0.615772	-0.287849	2.901575	0.451000	10688.000000
3.3	0.938356	0.478188	-0.355578	2.988189	0.412000	10718.000000
3.31	0.876712	0.530201	-0.296813	3.035433	0.458500	10754.000000
3.32	0.890411	0.583893	-0.306773	3.047244	0.472000	10781.000000
3.33	1.226027	0.458054	-0.236056	2.940945	0.481000	10814.000000
3.34	1.184932	0.478188	-0.294821	2.834646	0.441000	10842.000000
3.35	1.184932	0.228188	-0.266932	2.834646	0.380500	10863.000000
3.36	1.212329	0.268456	-0.294821	2.531496	0.342000	10897.000000
3.37	1.212329	0.151007	-0.230080	2.358268	0.317500	10921.000000
3.38	1.280822	0.169463	-0.196215	2.200787	0.325000	10931.000000
3.39	1.082192	0.208054	-0.190239	2.133858	0.316500	10962.000000
3.4	1.226027	0.395973	-0.132470	2.098425	0.407500	10987.000000
3.41	1.349315	0.563758	-0.121514	1.925197	0.450000	11023.000000
3.42	1.349315	0.528523	-0.184263	1.933071	0.409000	11059.000000
3.43	1.232877	0.506711	-0.069721	2.051181	0.466500	11090.000000
3.44	1.582192	0.578859	-0.091633	1.940945	0.488500	11122.000000
3.45	1.650685	0.550336	-0.054781	1.771654	0.482000	11147.000000
3.46	1.657534	0.597315	0.010956	1.535433	0.499500	11183.000000
3.47	1.561644	0.483221	-0.010956	1.539370	0.448000	11216.000000
3.48	1.630137	0.424497	-0.037849	1.511811	0.418500	11246.000000
3.49	1.808219	0.447987	-0.013944	1.405512	0.437000	11276.000000
3.5	1.780822	0.478188	-0.161355	1.523622	0.385000	11308.000000
3.51	1.924658	0.520134	-0.144422	1.527559	0.417000	11341.000000
3.52	2.020548	0.479866	-0.066733	1.562992	0.455500	11370.000000
3.53	1.815068	0.558725	-0.094622	1.598425	0.454500	11403.000000
3.54	1.815068	0.590604	-0.079681	1.503937	0.459500	11435.000000
3.55	1.828767	0.612416	-0.071713	1.338583	0.450000	11462.000000
3.56	1.630137	0.724832	-0.057769	1.456693	0.491000	11496.000000
3.57	1.301370	0.857383	0.000996	1.503937	0.542000	11527.000000
3.58	1.294521	0.805369	-0.197211	1.460630	0.421000	11554.000000
3.59	1.431507	0.854027	-0.277888	1.385827	0.395500	11591.000000
3.6	1.500000	0.815436	-0.218127	1.350394	0.414500	11625.000000
3.61	1.369863	0.835570	-0.289841	1.562992	0.402000	11654.000000
3.62	1.438356	0.808725	-0.346614	1.488189	0.361000	11682.000000
3.63	1.678082	0.817114	-0.309761	1.535433	0.405500	11723.000000
3.64	1.863014	0.902685	-0.335657	1.590551	0.438500	11757.000000
3.65	1.794521	0.879195	-0.304781	1.708661	0.457000	11782.000000
3.66	1.671233	0.890940	-0.315737	1.826772	0.461000	11804.000000
3.67	1.808219	0.996644	-0.280876	1.751969	0.510500	11834.000000
3.68	1.609589	1.177852	-0.189243	1.822835	0.605000	11868.000000
3.69	1.541096	1.164430	-0.235060	1.968504	0.591500	11900.000000
3.7	1.479452	0.979866	-0.164343	2.003937	0.572000	11927.000000
3.71	1.342466	0.869128	-0.193227	2.125984	0.530000	11961.000000
3.72	1.061644	0.877517	-0.235060	2.240157	0.505500	11995.000000
3.73	1.068493	0.818792	-0.277888	2.240157	0.467000	12027.000000
3.74	1.068493	0.788591	-0.222112	2.314961	0.495500	12059.000000
3.75	1.335616	0.812081	-0.139442	2.122047	0.539000	12097.000000
3.76	1.410959	0.793624	-0.092629	1.940945	0.539500	12128.000000
3.77	1.404110	0.677852	-0.087649	1.937008	0.506500	12155.000000
3.78	1.267123	0.733221	-0.079681	2.200787	0.550500	12179.000000
3.79	1.363014	0.843960	-0.136454	2.090551	0.548000	12203.000000
3.8	1.506849	0.882550	-0.117530	2.181102	0.591000	12227.000000
3.81	1.280822	0.885906	-0.115538	2.188976	0.577500	12269.000000
3.82	1.020548	0.936242	-0.143426	2.082677	0.546000	12306.000000
3.83	0.815068	1.043624	-0.188247	2.090551	0.541500	12342.000000
3.84	0.527397	1.142617	-0.086653	2.007874	0.590500	12368.000000
3.85	0.465753	1.206376	-0.149402	2.015748	0.574500	12394.000000
3.86	0.541096	1.201342	-0.163347	2.062992	0.577500	12432.000000
3.87	0.253425	1.218121	-0.175299	2.098425	0.560000	12457.000000
