#Time	'HT Avg'	'MT Avg'	'LIT Avg'	'LT Avg'	'Total Avg'	'count'
3.88	0.068493	1.199664	-0.242032	2.110236	0.509000	12487.000000
3.89	0.075342	1.255034	-0.320717	2.149606	0.491500	12520.000000
3.9	0.006849	1.286913	-0.229084	2.000000	0.523000	12548.000000
3.91	0.089041	1.243289	-0.265936	2.090551	0.509000	12583.000000
3.92	0.294521	1.213087	-0.316733	1.893701	0.464500	12608.000000
3.93	0.301370	1.367450	-0.314741	1.854331	0.507000	12628.000000
3.94	0.116438	1.426174	-0.320717	1.909449	0.515000	12653.000000
3.95	0.034247	1.468121	-0.267928	1.736220	0.526000	12684.000000
3.96	-0.013699	1.595638	-0.291833	1.574803	0.528000	12712.000000
3.97	0.123288	1.543624	-0.336653	1.783465	0.526500	12740.000000
3.98	-0.006849	1.555369	-0.347610	1.464567	0.474500	12773.000000
3.99	0.157534	1.565436	-0.347610	1.633858	0.511000	12817.000000
4	0.164384	1.491611	-0.447211	1.574803	0.432000	12852.000000
4.01	0.047945	1.719799	-0.470120	1.547244	0.476500	12887.000000
4.02	-0.061644	1.731544	-0.423307	1.559055	0.497000	12914.000000
4.03	-0.178082	1.850671	-0.416335	1.708661	0.546500	12941.000000
4.04	-0.178082	1.889262	-0.382470	1.740157	0.579000	12969.000000
4.05	0.445205	1.791946	-0.344622	1.877953	0.632000	12999.000000
4.06	0.376712	1.404362	-0.255976	1.688976	0.532000	13027.000000
4.07	0.397260	1.320470	-0.093625	1.728346	0.595000	13057.000000
4.08	0.561644	1.229866	-0.150398	1.724409	0.551000	13086.000000
4.09	0.636986	1.223154	-0.165339	1.704724	0.544500	13128.000000
4.1	0.575342	1.122483	-0.260956	1.858268	0.481500	13167.000000
4.11	0.445205	1.142617	-0.223108	1.779528	0.487000	13193.000000
4.12	0.383562	1.063758	-0.191235	1.893701	0.489500	13224.000000
4.13	0.760274	0.890940	-0.187251	1.633858	0.434500	13250.000000
4.14	0.842466	1.053691	-0.135458	1.594488	0.510000	13273.000000
4.15	0.904110	1.110738	-0.165339	1.629921	0.521000	13301.000000
4.16	1.041096	0.939597	-0.129482	1.744094	0.512500	13332.000000
4.17	0.986301	0.941275	-0.176295	1.744094	0.485500	13367.000000
4.18	0.993151	0.781879	-0.159363	1.700787	0.441500	13397.000000
4.19	0.993151	0.761745	-0.197211	1.748031	0.422500	13425.000000
4.2	0.650685	0.812081	-0.276892	1.673228	0.363000	13456.000000
4.21	0.513699	1.000000	-0.278884	1.594488	0.398000	13483.000000
4.22	0.383562	1.008389	-0.250000	1.751969	0.425500	13512.000000
4.23	0.527397	1.115772	-0.315737	1.629921	0.419500	13549.000000
4.24	0.554795	1.057047	-0.283865	1.618110	0.418500	13565.000000
4.25	0.493151	0.911074	-0.259960	1.748031	0.399000	13606.000000
4.26	0.349315	0.807047	-0.350598	1.787402	0.317000	13630.000000
4.27	0.664384	0.557047	-0.266932	1.748031	0.302500	13666.000000
4.28	0.356164	0.637584	-0.188247	1.716535	0.339500	13689.000000
4.29	0.219178	0.708054	-0.179283	1.814961	0.367500	13713.000000
4.3	0.294521	0.627517	-0.181275	1.763780	0.341500	13738.000000
4.31	-0.061644	0.568792	-0.199203	1.850394	0.300000	13777.000000
4.32	-0.136986	0.662752	-0.249004	1.850394	0.297500	13816.000000
4.33	-0.082192	0.580537	-0.245020	1.897638	0.285000	13845.000000
4.34	-0.089041	0.721477	-0.249004	1.696850	0.299000	13877.000000
4.35	-0.013699	0.629195	-0.199203	1.712598	0.304000	13914.000000
4.36	-0.171233	0.776846	-0.269920	1.704724	0.300000	13943.000000
4.37	-0.226027	0.855705	-0.289841	1.751969	0.315500	13970.000000
4.38	-0.143836	0.637584	-0.308765	1.370079	0.198500	13999.000000
4.39	-0.123288	0.493289	-0.314741	1.460630	0.165500	14027.000000
4.4	0.000000	0.436242	-0.250000	1.547244	0.201000	14059.000000
4.41	0.006849	0.354027	-0.123506	1.598425	0.247000	14084.000000
4.42	0.006849	0.426174	-0.148406	1.602362	0.256500	14113.000000
4.43	0.075342	0.557047	-0.179283	1.645669	0.290500	14144.000000
4.44	0.602740	0.494966	-0.144422	1.641732	0.327500	14174.000000
4.45	0.616438	0.273490	-0.153386	1.574803	0.249500	14197.000000
4.46	0.691781	0.268456	-0.171315	1.582677	0.245500	14229.000000
4.47	0.616438	0.233221	-0.140438	1.590551	0.246000	14256.000000
4.48	0.554795	0.322148	-0.153386	1.370079	0.233500	14289.000000
4.49	0.486301	0.313758	-0.229084	1.468504	0.200500	14317.000000
4.5	0.150685	0.320470	-0.137450	1.507874	0.229000	14345.000000
4.51	0.260274	0.333893	-0.203187	1.940945	0.263000	14376.000000
4.52	0.328767	0.407718	-0.230080	2.074803	0.293500	14397.000000
4.53	0.335616	0.436242	-0.215139	2.070866	0.309500	14421.000000
4.54	0.698630	0.449664	-0.214143	2.039370	0.336500	14444.000000
4.55	0.842466	0.468121	-0.279880	2.129921	0.331000	14473.000000
4.56	0.547945	0.456376	-0.361554	1.968504	0.244500	14500.000000
4.57	0.486301	0.392617	-0.437251	2.106299	0.200500	14521.000000
4.58	0.479452	0.315436	-0.433267	2.066929	0.174000	14552.000000
4.59	0.095890	0.545302	-0.401394	2.027559	0.225500	14574.000000
4.6	0.102740	0.587248	-0.410359	1.830709	0.209000	14607.000000
4.61	0.109589	0.563758	-0.522908	1.791339	0.141000	14639.000000
4.62	0.034247	0.595638	-0.534861	1.244094	0.069500	14666.000000
4.63	0.041096	0.557047	-0.494024	1.248031	0.079500	14691.000000
4.64	-0.034247	0.590604	-0.481076	1.110236	0.073000	14729.000000
4.65	0.301370	0.375839	-0.503984	1.110236	0.022000	14767.000000
4.66	0.438356	0.327181	-0.586653	0.968504	-0.042000	14797.000000
4.67	0.719178	0.308725	-0.618526	1.334646	0.003500	14826.000000
4.68	0.726027	0.399329	-0.611554	1.244094	0.023000	14857.000000
4.69	0.664384	0.355705	-0.667331	1.220472	-0.025500	14884.000000
4.7	0.465753	0.385906	-0.688247	1.181102	-0.046500	14908.000000
4.71	0.541096	0.364094	-0.660359	1.267717	-0.022500	14940.000000
4.72	0.328767	0.454698	-0.646414	1.228346	-0.009000	14960.000000
4.73	0.273973	0.471477	-0.712151	1.157480	-0.050000	14988.000000
4.74	0.438356	0.500000	-0.806773	0.862205	-0.114500	15026.000000
4.75	0.369863	0.667785	-0.718127	0.874016	-0.023500	15057.000000
4.76	0.061644	0.614094	-0.710159	0.850394	-0.061000	15092.000000
4.77	0.061644	0.543624	-0.737052	0.937008	-0.084500	15130.000000
4.78	0.013699	0.510067	-0.733068	1.027559	-0.084500	15152.000000
4.79	0.068493	0.822148	-0.733068	1.157480	0.029000	15178.000000
4.8	0.034247	0.879195	-0.679283	1.027559	0.054000	15211.000000
4.81	0.095890	1.107383	-0.703187	0.917323	0.100500	15233.000000
4.82	0.041096	1.090604	-0.666335	0.964567	0.116000	15274.000000
4.83	0.061644	0.902685	-0.729084	1.161417	0.055000	15301.000000
4.84	0.136986	0.958054	-0.736056	0.984252	0.051000	15338.000000
4.85	-0.184932	0.924497	-0.654382	1.031496	0.064500	15368.000000
4.86	-0.246575	0.756711	-0.668327	1.102362	0.012000	15406.000000
4.87	-0.534247	0.837248	-0.743028	1.106299	-0.022000	15435.000000
4.88	-0.746575	0.899329	-0.743028	1.086614	-0.021500	15458.000000
4.89	-0.815068	0.847315	-0.650398	1.122047	0.009000	15490.000000
4.9	-0.636986	0.847315	-0.716135	1.011811	-0.025000	15519.000000
4.91	-0.623288	0.721477	-0.718127	1.023622	-0.061000	15540.000000
4.92	-0.767123	0.887584	-0.558765	0.925197	0.045500	15560.000000
4.93	-0.486301	0.823826	-0.554781	1.102362	0.071500	15595.000000
4.94	-0.465753	0.703020	-0.542829	1.090551	0.041500	15625.000000
4.95	-0.767123	0.674497	-0.669323	1.059055	-0.056500	15656.000000
4.96	-0.965753	0.687919	-0.642430	1.374016	-0.013500	15684.000000
4.97	-0.958904	0.870805	-0.626494	1.409449	0.054000	15704.000000
4.98	-1.027397	1.008389	-0.611554	1.448819	0.102500	15735.000000
4.99	-0.952055	0.988255	-0.564741	1.681102	0.155000	15760.000000
5	-0.815068	1.030201	-0.560757	1.649606	0.175500	15796.000000
